trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.11920292202211755, 'e': 1.0}",25,0,-137.13886720230215,"{0: 11, 1: 4, 2: 9, 3: 0, 4: 1}",0
2,False,"{'a': 0.11928694248175568, 'e': 0.9998}",35,0,-123.89743155308345,"{0: 23, 1: 1, 2: 8, 3: 3, 4: 0}",0
3,False,"{'a': 0.11937099731783057, 'e': 0.99960004}",20,0,-90.88585227002923,"{0: 11, 1: 3, 2: 4, 3: 2, 4: 0}",0
4,False,"{'a': 0.11945508652285812, 'e': 0.9994001199920001}",20,0,-183.8031089039096,"{0: 11, 1: 3, 2: 2, 3: 0, 4: 4}",0
5,False,"{'a': 0.11953921008933553, 'e': 0.9992002399680017}",20,0,-129.65810893614014,"{0: 9, 1: 4, 2: 5, 3: 1, 4: 1}",0
6,False,"{'a': 0.11962336800974128, 'e': 0.9990003999200081}",20,0,-63.034419447807714,"{0: 12, 1: 2, 2: 5, 3: 1, 4: 0}",0
7,False,"{'a': 0.11970756027653505, 'e': 0.9988005998400241}",25,0,-100.92971505713975,"{0: 18, 1: 2, 2: 3, 3: 0, 4: 2}",0
8,False,"{'a': 0.11979178688215789, 'e': 0.9986008397200562}",20,0,-45.428539853558576,"{0: 12, 1: 3, 2: 5, 3: 0, 4: 0}",0
9,False,"{'a': 0.11987604781903213, 'e': 0.9984011195521122}",20,12,-1.5151044254224575,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
10,False,"{'a': 0.11996034307956133, 'e': 0.9982014393282017}",25,0,-87.7593813004957,"{0: 17, 1: 1, 2: 6, 3: 0, 4: 1}",0
11,False,"{'a': 0.12004467265613029, 'e': 0.9980017990403361}",20,0,-127.66430898119906,"{0: 12, 1: 0, 2: 6, 3: 0, 4: 2}",0
12,False,"{'a': 0.1201290365411052, 'e': 0.9978021986805281}",20,0,-129.71301261072705,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 2}",0
13,False,"{'a': 0.12021343472683357, 'e': 0.997602638240792}",25,5,-46.999590082550085,"{0: 11, 1: 5, 2: 4, 3: 0, 4: 0}",1
14,False,"{'a': 0.1202978672056441, 'e': 0.9974031177131438}",30,0,-184.890838114696,"{0: 17, 1: 4, 2: 6, 3: 0, 4: 3}",0
15,False,"{'a': 0.12038233396984675, 'e': 0.9972036370896012}",25,10,-61.73887626865108,"{0: 10, 1: 0, 2: 4, 3: 0, 4: 1}",1
16,False,"{'a': 0.12046683501173297, 'e': 0.9970041963621834}",30,0,-127.01835069072337,"{0: 21, 1: 2, 2: 4, 3: 1, 4: 2}",0
17,False,"{'a': 0.12055137032357538, 'e': 0.9968047955229109}",25,0,-86.54343088859075,"{0: 16, 1: 0, 2: 8, 3: 1, 4: 0}",0
18,False,"{'a': 0.12063593989762789, 'e': 0.9966054345638063}",20,0,-116.29861083954405,"{0: 13, 1: 0, 2: 5, 3: 0, 4: 2}",0
19,False,"{'a': 0.12072054372612576, 'e': 0.9964061134768937}",25,0,-76.45527847315591,"{0: 16, 1: 4, 2: 4, 3: 0, 4: 1}",0
20,False,"{'a': 0.12080518180128565, 'e': 0.9962068322541983}",20,4,-102.23197292356168,"{0: 10, 1: 1, 2: 3, 3: 0, 4: 2}",1
21,False,"{'a': 0.12088985411530528, 'e': 0.9960075908877475}",25,0,-180.83331886384065,"{0: 15, 1: 3, 2: 2, 3: 2, 4: 3}",0
22,False,"{'a': 0.12097456066036399, 'e': 0.99580838936957}",20,0,-189.9058459827994,"{0: 7, 1: 4, 2: 6, 3: 0, 4: 3}",0
23,False,"{'a': 0.12105930142862224, 'e': 0.995609227691696}",20,0,-88.1337740093474,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
24,False,"{'a': 0.12114407641222187, 'e': 0.9954101058461577}",20,0,-205.84358485246457,"{0: 11, 1: 1, 2: 3, 3: 1, 4: 4}",0
25,False,"{'a': 0.12122888560328607, 'e': 0.9952110238249885}",20,11,-30.26387546939063,"{0: 4, 1: 2, 2: 3, 3: 0, 4: 0}",1
26,False,"{'a': 0.12131372899391935, 'e': 0.9950119816202235}",20,0,-90.4183888683137,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
27,False,"{'a': 0.12139860657620745, 'e': 0.9948129792238996}",20,0,-41.95711571071296,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",0
28,False,"{'a': 0.12148351834221767, 'e': 0.9946140166280548}",20,0,-114.7699820072183,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 2}",0
29,False,"{'a': 0.12156846428399845, 'e': 0.9944150938247291}",25,0,-166.62899016274145,"{0: 11, 1: 4, 2: 8, 3: 0, 4: 2}",0
30,False,"{'a': 0.1216534443935796, 'e': 0.9942162108059642}",20,0,-140.60447663000497,"{0: 9, 1: 4, 2: 5, 3: 0, 4: 2}",0
31,False,"{'a': 0.12173845866297234, 'e': 0.9940173675638031}",20,0,-148.4044370097737,"{0: 11, 1: 2, 2: 3, 3: 2, 4: 2}",0
32,False,"{'a': 0.12182350708416924, 'e': 0.9938185640902903}",25,0,-88.06536962400095,"{0: 17, 1: 1, 2: 6, 3: 0, 4: 1}",0
33,False,"{'a': 0.12190858964914413, 'e': 0.9936198003774723}",30,0,-109.63058948570514,"{0: 17, 1: 6, 2: 6, 3: 0, 4: 1}",0
34,False,"{'a': 0.12199370634985228, 'e': 0.9934210764173969}",25,0,-170.29083849947378,"{0: 12, 1: 2, 2: 9, 3: 0, 4: 2}",0
35,False,"{'a': 0.12207885717823026, 'e': 0.9932223922021134}",25,0,-68.48140214772314,"{0: 18, 1: 3, 2: 3, 3: 0, 4: 1}",0
36,False,"{'a': 0.12216404212619611, 'e': 0.993023747723673}",20,0,-82.99999605065524,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
37,False,"{'a': 0.12224926118564905, 'e': 0.9928251429741283}",30,12,-62.12503724208473,"{0: 11, 1: 5, 2: 1, 3: 0, 4: 1}",1
38,False,"{'a': 0.12233451434846983, 'e': 0.9926265779455334}",30,0,-170.1373665842652,"{0: 19, 1: 1, 2: 7, 3: 0, 4: 3}",0
39,False,"{'a': 0.12241980160652045, 'e': 0.9924280526299444}",20,0,-96.29962307410558,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
40,False,"{'a': 0.12250512295164441, 'e': 0.9922295670194184}",25,0,-79.33042516599363,"{0: 17, 1: 4, 2: 2, 3: 1, 4: 1}",0
41,False,"{'a': 0.12259047837566651, 'e': 0.9920311211060145}",20,3,-91.34627776034067,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 2}",1
42,False,"{'a': 0.12267586787039292, 'e': 0.9918327148817934}",30,0,-23.155087594998648,"{0: 23, 1: 3, 2: 4, 3: 0, 4: 0}",0
43,False,"{'a': 0.12276129142761118, 'e': 0.991634348338817}",25,0,-82.38915477644936,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 1}",0
44,False,"{'a': 0.12284674903909029, 'e': 0.9914360214691493}",30,0,-107.08100281052799,"{0: 19, 1: 3, 2: 7, 3: 0, 4: 1}",0
45,False,"{'a': 0.12293224069658058, 'e': 0.9912377342648555}",25,0,-78.35519262980866,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 1}",0
46,False,"{'a': 0.12301776639181383, 'e': 0.9910394867180026}",25,0,-247.66646562876727,"{0: 11, 1: 6, 2: 3, 3: 0, 4: 5}",0
47,False,"{'a': 0.12310332611650315, 'e': 0.990841278820659}",25,0,-138.14973719247203,"{0: 14, 1: 4, 2: 5, 3: 0, 4: 2}",0
48,False,"{'a': 0.12318891986234308, 'e': 0.9906431105648948}",20,0,-31.804819801255253,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
49,False,"{'a': 0.12327454762100958, 'e': 0.9904449819427819}",25,0,-112.58111389734987,"{0: 14, 1: 5, 2: 4, 3: 1, 4: 1}",0
50,False,"{'a': 0.12336020938416001, 'e': 0.9902468929463933}",30,3,-144.1725348205939,"{0: 13, 1: 3, 2: 10, 3: 0, 4: 1}",1
51,False,"{'a': 0.12344590514343308, 'e': 0.9900488435678041}",25,0,-201.24844923350167,"{0: 12, 1: 2, 2: 8, 3: 0, 4: 3}",0
52,False,"{'a': 0.12353163489044902, 'e': 0.9898508337990906}",20,0,-58.261862187303116,"{0: 10, 1: 5, 2: 5, 3: 0, 4: 0}",1
53,False,"{'a': 0.12361739861680943, 'e': 0.9896528636323307}",25,5,-3.4493526639029484,"{0: 16, 1: 3, 2: 1, 3: 0, 4: 0}",1
54,False,"{'a': 0.12370319631409728, 'e': 0.9894549330596043}",20,0,-138.1405239751337,"{0: 14, 1: 1, 2: 1, 3: 1, 4: 3}",0
55,False,"{'a': 0.12378902797387706, 'e': 0.9892570420729925}",30,0,-281.18385745575864,"{0: 14, 1: 2, 2: 9, 3: 0, 4: 5}",0
56,False,"{'a': 0.12387489358769468, 'e': 0.9890591906645778}",30,0,-138.3969838964044,"{0: 19, 1: 2, 2: 7, 3: 0, 4: 2}",0
57,False,"{'a': 0.12396079314707739, 'e': 0.988861378826445}",30,0,-109.0997276309271,"{0: 16, 1: 2, 2: 12, 3: 0, 4: 0}",0
58,False,"{'a': 0.124046726643534, 'e': 0.9886636065506796}",30,0,-98.06348376330521,"{0: 20, 1: 5, 2: 3, 3: 1, 4: 1}",0
59,False,"{'a': 0.12413269406855459, 'e': 0.9884658738293696}",25,0,-117.60074718208661,"{0: 13, 1: 3, 2: 6, 3: 3, 4: 0}",0
60,False,"{'a': 0.12421869541361089, 'e': 0.9882681806546038}",20,0,-79.7123489236065,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 2}",0
61,False,"{'a': 0.12430473067015592, 'e': 0.9880705270184729}",20,0,-106.46218963446377,"{0: 10, 1: 4, 2: 5, 3: 0, 4: 1}",0
62,False,"{'a': 0.12439079982962432, 'e': 0.9878729129130691}",20,0,-51.10514539355297,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
63,False,"{'a': 0.12447690288343194, 'e': 0.9876753383304866}",25,0,-161.39666453352658,"{0: 12, 1: 6, 2: 4, 3: 1, 4: 2}",0
64,False,"{'a': 0.1245630398229763, 'e': 0.9874778032628205}",30,0,-144.92189007143537,"{0: 17, 1: 7, 2: 3, 3: 1, 4: 2}",0
65,False,"{'a': 0.12464921063963638, 'e': 0.9872803077021679}",25,8,-27.520613926279164,"{0: 12, 1: 2, 2: 3, 3: 0, 4: 0}",1
66,False,"{'a': 0.12473541532477242, 'e': 0.9870828516406275}",20,0,-154.3359032602252,"{0: 10, 1: 1, 2: 6, 3: 1, 4: 2}",0
67,False,"{'a': 0.12482165386972635, 'e': 0.9868854350702995}",20,0,-138.04256640060208,"{0: 12, 1: 3, 2: 2, 3: 0, 4: 3}",0
68,False,"{'a': 0.12490792626582149, 'e': 0.9866880579832854}",30,0,-32.31524014013786,"{0: 23, 1: 2, 2: 5, 3: 0, 4: 0}",0
69,False,"{'a': 0.12499423250436269, 'e': 0.9864907203716887}",20,0,-52.909836935176095,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
70,False,"{'a': 0.12508057257663618, 'e': 0.9862934222276144}",30,0,-119.52458082598577,"{0: 19, 1: 3, 2: 5, 3: 2, 4: 1}",0
71,False,"{'a': 0.12516694647390975, 'e': 0.986096163543169}",30,2,-201.14183379780098,"{0: 16, 1: 4, 2: 4, 3: 0, 4: 4}",1
72,False,"{'a': 0.12525335418743275, 'e': 0.9858989443104603}",25,0,-34.51267297913269,"{0: 17, 1: 5, 2: 3, 3: 0, 4: 0}",0
73,False,"{'a': 0.12533979570843581, 'e': 0.9857017645215983}",20,0,-119.63734378574355,"{0: 10, 1: 5, 2: 3, 3: 0, 4: 2}",0
74,False,"{'a': 0.12542627102813134, 'e': 0.985504624168694}",35,0,-245.48113445317662,"{0: 18, 1: 6, 2: 6, 3: 1, 4: 4}",0
75,False,"{'a': 0.12551278013771305, 'e': 0.9853075232438603}",20,4,-108.77767969453905,"{0: 9, 1: 2, 2: 3, 3: 0, 4: 2}",1
76,False,"{'a': 0.12559932302835627, 'e': 0.9851104617392115}",20,16,6.184131747140401,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
77,False,"{'a': 0.12568589969121771, 'e': 0.9849134396468636}",25,0,-129.29140507025414,"{0: 17, 1: 1, 2: 4, 3: 1, 4: 2}",0
78,False,"{'a': 0.1257725101174357, 'e': 0.9847164569589343}",20,0,-71.8421390671257,"{0: 13, 1: 1, 2: 4, 3: 2, 4: 0}",0
79,False,"{'a': 0.12585915429813013, 'e': 0.9845195136675425}",25,0,-103.23938126896729,"{0: 16, 1: 3, 2: 4, 3: 1, 4: 1}",0
80,False,"{'a': 0.12594583222440234, 'e': 0.984322609764809}",20,0,-112.90827773157356,"{0: 13, 1: 0, 2: 5, 3: 0, 4: 2}",0
81,False,"{'a': 0.12603254388733517, 'e': 0.9841257452428561}",25,0,-58.12633053936412,"{0: 17, 1: 3, 2: 4, 3: 1, 4: 0}",0
82,False,"{'a': 0.12611928927799307, 'e': 0.9839289200938076}",25,0,-106.97026460042385,"{0: 14, 1: 2, 2: 8, 3: 0, 4: 1}",0
83,False,"{'a': 0.1262060683874221, 'e': 0.9837321343097888}",25,0,-151.6118254089866,"{0: 16, 1: 1, 2: 4, 3: 2, 4: 2}",0
84,False,"{'a': 0.12629288120664955, 'e': 0.9835353878829269}",20,0,-59.60659381942668,"{0: 13, 1: 2, 2: 3, 3: 2, 4: 0}",0
85,False,"{'a': 0.12637972772668468, 'e': 0.9833386808053504}",20,2,-42.02410955682403,"{0: 14, 1: 3, 2: 0, 3: 0, 4: 1}",1
86,False,"{'a': 0.12646660793851799, 'e': 0.9831420130691892}",25,0,-150.62993865490927,"{0: 13, 1: 3, 2: 7, 3: 0, 4: 2}",0
87,False,"{'a': 0.12655352183312166, 'e': 0.9829453846665754}",20,0,-96.63355660958631,"{0: 15, 1: 2, 2: 0, 3: 1, 4: 2}",0
88,False,"{'a': 0.12664046940144941, 'e': 0.9827487955896421}",25,0,-74.72857237207106,"{0: 14, 1: 5, 2: 6, 3: 0, 4: 0}",0
89,False,"{'a': 0.12672745063443649, 'e': 0.9825522458305243}",20,0,-186.93202230124854,"{0: 9, 1: 1, 2: 7, 3: 0, 4: 3}",0
90,False,"{'a': 0.12681446552299974, 'e': 0.9823557353813582}",20,0,-91.66363131117892,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
91,False,"{'a': 0.12690151405803773, 'e': 0.9821592642342819}",25,0,-197.23237192574442,"{0: 10, 1: 5, 2: 7, 3: 0, 4: 3}",0
92,False,"{'a': 0.12698859623043027, 'e': 0.9819628323814351}",25,0,-73.4017348401976,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
93,False,"{'a': 0.1270757120310391, 'e': 0.9817664398149588}",20,0,-105.07754020016785,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
94,False,"{'a': 0.12716286145070729, 'e': 0.9815700865269958}",20,0,-7.36686071050761,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
95,False,"{'a': 0.12725004448025964, 'e': 0.9813737725096905}",30,0,-55.044280300029484,"{0: 21, 1: 3, 2: 5, 3: 1, 4: 0}",0
96,False,"{'a': 0.12733726111050256, 'e': 0.9811774977551886}",25,0,-93.58533519107478,"{0: 16, 1: 4, 2: 3, 3: 1, 4: 1}",0
97,False,"{'a': 0.12742451133222399, 'e': 0.9809812622556375}",20,0,-88.60656950165145,"{0: 11, 1: 4, 2: 4, 3: 0, 4: 1}",0
98,False,"{'a': 0.12751179513619343, 'e': 0.9807850660031865}",20,0,-126.14932234106911,"{0: 11, 1: 2, 2: 5, 3: 0, 4: 2}",0
99,False,"{'a': 0.12759911251316217, 'e': 0.9805889089899859}",20,0,-84.48325269291314,"{0: 8, 1: 6, 2: 6, 3: 0, 4: 0}",0
100,False,"{'a': 0.12768646345386292, 'e': 0.9803927912081879}",20,0,-152.90035946024935,"{0: 11, 1: 2, 2: 4, 3: 0, 4: 3}",0
101,False,"{'a': 0.12777384794901017, 'e': 0.9801967126499462}",20,8,-39.25283669090502,"{0: 6, 1: 2, 2: 4, 3: 0, 4: 0}",1
102,False,"{'a': 0.12786126598929992, 'e': 0.9800006733074162}",20,0,-81.30739025865219,"{0: 13, 1: 3, 2: 2, 3: 1, 4: 1}",0
103,False,"{'a': 0.12794871756540988, 'e': 0.9798046731727548}",30,1,-109.4939556333691,"{0: 21, 1: 1, 2: 5, 3: 0, 4: 2}",1
104,False,"{'a': 0.12803620266799925, 'e': 0.9796087122381203}",20,9,-56.43850734460852,"{0: 6, 1: 2, 2: 2, 3: 0, 4: 1}",1
105,False,"{'a': 0.12812372128770913, 'e': 0.9794127904956726}",20,0,-161.76687262056498,"{0: 7, 1: 4, 2: 7, 3: 0, 4: 2}",0
106,False,"{'a': 0.128211273415162, 'e': 0.9792169079375735}",20,0,-61.734173831914916,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
107,False,"{'a': 0.12829885904096214, 'e': 0.979021064555986}",25,0,-154.7964689324087,"{0: 16, 1: 4, 2: 1, 3: 1, 4: 3}",0
108,False,"{'a': 0.12838647815569543, 'e': 0.9788252603430749}",20,0,-143.81943706893932,"{0: 11, 1: 1, 2: 5, 3: 1, 4: 2}",0
109,False,"{'a': 0.12847413074992944, 'e': 0.9786294952910063}",20,0,-63.50987240092486,"{0: 13, 1: 3, 2: 2, 3: 2, 4: 0}",0
110,False,"{'a': 0.12856181681421339, 'e': 0.9784337693919481}",25,0,-229.463092137778,"{0: 9, 1: 4, 2: 8, 3: 1, 4: 3}",0
111,False,"{'a': 0.12864953633907816, 'e': 0.9782380826380698}",30,0,-148.13682845795154,"{0: 20, 1: 3, 2: 4, 3: 0, 4: 3}",0
112,False,"{'a': 0.12873728931503628, 'e': 0.9780424350215422}",25,0,-58.056564217990285,"{0: 16, 1: 4, 2: 5, 3: 0, 4: 0}",0
113,False,"{'a': 0.12882507573258203, 'e': 0.9778468265345379}",25,0,-94.02242346994525,"{0: 15, 1: 0, 2: 9, 3: 1, 4: 0}",0
114,False,"{'a': 0.12891289558219138, 'e': 0.977651257169231}",20,14,-5.624377717914122,"{0: 4, 1: 2, 2: 0, 3: 0, 4: 0}",1
115,False,"{'a': 0.12900074885432181, 'e': 0.9774557269177971}",25,0,-157.50282765832787,"{0: 10, 1: 6, 2: 6, 3: 2, 4: 1}",0
116,False,"{'a': 0.12908863553941272, 'e': 0.9772602357724136}",20,0,-86.00841316244772,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
117,False,"{'a': 0.12917655562788508, 'e': 0.9770647837252592}",25,0,-220.59844248164507,"{0: 9, 1: 4, 2: 7, 3: 3, 4: 2}",0
118,False,"{'a': 0.12926450911014165, 'e': 0.9768693707685141}",20,0,-134.96985464170217,"{0: 10, 1: 3, 2: 5, 3: 0, 4: 2}",0
119,False,"{'a': 0.12935249597656681, 'e': 0.9766739968943604}",20,8,-50.57842287537231,"{0: 6, 1: 2, 2: 3, 3: 1, 4: 0}",1
120,False,"{'a': 0.12944051621752667, 'e': 0.9764786620949816}",25,0,-86.60036888410926,"{0: 14, 1: 2, 2: 9, 3: 0, 4: 0}",0
121,False,"{'a': 0.12952856982336913, 'e': 0.9762833663625626}",20,7,-14.287029222442,"{0: 9, 1: 3, 2: 1, 3: 0, 4: 0}",1
122,False,"{'a': 0.12961665678442377, 'e': 0.9760881096892902}",25,0,-144.66230780364015,"{0: 15, 1: 0, 2: 8, 3: 0, 4: 2}",0
123,False,"{'a': 0.12970477709100189, 'e': 0.9758928920673523}",25,0,-168.88804844636135,"{0: 15, 1: 2, 2: 5, 3: 0, 4: 3}",0
124,False,"{'a': 0.12979293073339654, 'e': 0.9756977134889389}",20,0,-207.83321509513686,"{0: 9, 1: 2, 2: 5, 3: 0, 4: 4}",0
125,False,"{'a': 0.12988111770188249, 'e': 0.9755025739462411}",30,0,-63.52005118952404,"{0: 20, 1: 3, 2: 7, 3: 0, 4: 0}",0
126,False,"{'a': 0.12996933798671628, 'e': 0.9753074734314519}",20,13,-11.473119736617367,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 0}",1
127,False,"{'a': 0.13005759157813623, 'e': 0.9751124119367656}",25,10,-85.23388565216383,"{0: 9, 1: 1, 2: 3, 3: 1, 4: 1}",1
128,False,"{'a': 0.13014587846636236, 'e': 0.9749173894543782}",20,0,-84.31329031333988,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
129,False,"{'a': 0.13023419864159644, 'e': 0.9747224059764874}",20,0,-78.14285922288776,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
130,False,"{'a': 0.1303225520940221, 'e': 0.9745274614952921}",20,0,-162.93775357395765,"{0: 10, 1: 3, 2: 4, 3: 0, 4: 3}",0
131,False,"{'a': 0.13041093881380469, 'e': 0.9743325560029931}",20,0,-137.95727586388418,"{0: 12, 1: 2, 2: 2, 3: 2, 4: 2}",0
132,False,"{'a': 0.13049935879109131, 'e': 0.9741376894917925}",20,0,-127.5882865253304,"{0: 11, 1: 2, 2: 5, 3: 0, 4: 2}",0
133,False,"{'a': 0.13058781201601086, 'e': 0.9739428619538941}",25,0,-196.02535522721658,"{0: 14, 1: 1, 2: 6, 3: 1, 4: 3}",0
134,False,"{'a': 0.13067629847867407, 'e': 0.9737480733815034}",20,13,-15.587378665008538,"{0: 4, 1: 1, 2: 2, 3: 0, 4: 0}",1
135,False,"{'a': 0.13076481816917337, 'e': 0.9735533237668271}",25,0,-146.14655704523767,"{0: 16, 1: 1, 2: 4, 3: 2, 4: 2}",0
136,False,"{'a': 0.13085337107758316, 'e': 0.9733586131020738}",25,0,-82.66741269282964,"{0: 16, 1: 0, 2: 8, 3: 1, 4: 0}",0
137,False,"{'a': 0.13094195719395951, 'e': 0.9731639413794534}",20,0,-113.84285199519826,"{0: 10, 1: 1, 2: 8, 3: 0, 4: 1}",0
138,False,"{'a': 0.1310305765083403, 'e': 0.9729693085911776}",20,0,-119.63133286901989,"{0: 11, 1: 3, 2: 4, 3: 0, 4: 2}",0
139,False,"{'a': 0.13111922901074533, 'e': 0.9727747147294593}",20,0,-86.74674857043746,"{0: 9, 1: 3, 2: 8, 3: 0, 4: 0}",0
140,False,"{'a': 0.13120791469117607, 'e': 0.9725801597865135}",30,8,-142.6812276319522,"{0: 15, 1: 2, 2: 0, 3: 2, 4: 3}",1
141,False,"{'a': 0.13129663353961596, 'e': 0.9723856437545562}",20,0,-54.07986449983596,"{0: 11, 1: 5, 2: 4, 3: 0, 4: 0}",0
142,False,"{'a': 0.13138538554603024, 'e': 0.9721911666258053}",20,0,-15.905696136943622,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
143,False,"{'a': 0.13147417070036593, 'e': 0.9719967283924802}",20,0,-77.06832794395105,"{0: 15, 1: 3, 2: 0, 3: 0, 4: 2}",0
144,False,"{'a': 0.131562988992552, 'e': 0.9718023290468016}",20,0,-66.87307214414372,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
145,False,"{'a': 0.13165184041249914, 'e': 0.9716079685809923}",25,11,-78.94617333070723,"{0: 7, 1: 2, 2: 4, 3: 0, 4: 1}",1
146,False,"{'a': 0.13174072495009997, 'e': 0.9714136469872762}",30,0,-212.2606455150218,"{0: 11, 1: 10, 2: 5, 3: 2, 4: 2}",0
147,False,"{'a': 0.13182964259522906, 'e': 0.9712193642578787}",30,9,-78.66950700297403,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 1}",1
148,False,"{'a': 0.13191859333774264, 'e': 0.9710251203850272}",25,0,-120.4199376022282,"{0: 17, 1: 1, 2: 5, 3: 0, 4: 2}",0
149,False,"{'a': 0.13200757716747905, 'e': 0.9708309153609502}",25,0,-96.706837976789,"{0: 15, 1: 4, 2: 5, 3: 0, 4: 1}",0
150,False,"{'a': 0.13209659407425836, 'e': 0.970636749177878}",25,0,-118.46204787768522,"{0: 17, 1: 2, 2: 3, 3: 1, 4: 2}",0
151,False,"{'a': 0.13218564404788258, 'e': 0.9704426218280424}",30,0,-138.7392607891449,"{0: 17, 1: 6, 2: 5, 3: 0, 4: 2}",0
152,False,"{'a': 0.13227472707813553, 'e': 0.9702485333036769}",25,0,-69.5460493812094,"{0: 16, 1: 3, 2: 5, 3: 1, 4: 0}",0
153,False,"{'a': 0.13236384315478306, 'e': 0.9700544835970162}",20,0,-114.94904215176467,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
154,False,"{'a': 0.1324529922675729, 'e': 0.9698604727002967}",20,0,-19.668611909204984,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
155,False,"{'a': 0.13254217440623456, 'e': 0.9696665006057568}",20,4,-44.43990078397463,"{0: 9, 1: 2, 2: 5, 3: 0, 4: 0}",1
156,False,"{'a': 0.13263138956047965, 'e': 0.9694725673056356}",25,0,-335.1321633363737,"{0: 11, 1: 1, 2: 6, 3: 0, 4: 7}",0
157,False,"{'a': 0.13272063772000153, 'e': 0.9692786727921745}",20,0,-25.212415817456296,"{0: 14, 1: 4, 2: 2, 3: 0, 4: 0}",0
158,False,"{'a': 0.13280991887447566, 'e': 0.9690848170576161}",25,0,-78.67258811027949,"{0: 14, 1: 3, 2: 8, 3: 0, 4: 0}",0
159,False,"{'a': 0.1328992330135593, 'e': 0.9688910000942046}",30,0,-106.67384142058589,"{0: 14, 1: 10, 2: 5, 3: 1, 4: 0}",0
160,False,"{'a': 0.13298858012689171, 'e': 0.9686972218941857}",20,0,-130.1041326831609,"{0: 11, 1: 2, 2: 5, 3: 0, 4: 2}",0
161,False,"{'a': 0.13307796020409407, 'e': 0.968503482449807}",20,0,-65.18916888629307,"{0: 13, 1: 4, 2: 2, 3: 0, 4: 1}",0
162,False,"{'a': 0.1331673732347696, 'e': 0.9683097817533171}",20,9,-1.4989539679822659,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
163,False,"{'a': 0.13325681920850338, 'e': 0.9681161197969663}",35,2,-110.15775688057283,"{0: 21, 1: 4, 2: 7, 3: 0, 4: 1}",1
164,False,"{'a': 0.13334629811486243, 'e': 0.967922496573007}",20,0,-64.32043149418139,"{0: 13, 1: 2, 2: 3, 3: 2, 4: 0}",0
165,False,"{'a': 0.13343580994339588, 'e': 0.9677289120736924}",25,8,-90.95679406844908,"{0: 9, 1: 2, 2: 5, 3: 0, 4: 1}",1
166,False,"{'a': 0.13352535468363472, 'e': 0.9675353662912777}",20,2,-47.88938331658509,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 0}",1
167,False,"{'a': 0.13361493232509197, 'e': 0.9673418592180194}",25,0,-139.0920508591682,"{0: 16, 1: 2, 2: 4, 3: 1, 4: 2}",0
168,False,"{'a': 0.1337045428572626, 'e': 0.9671483908461759}",20,0,-95.14485205317932,"{0: 11, 1: 3, 2: 5, 3: 0, 4: 1}",0
169,False,"{'a': 0.13379418626962372, 'e': 0.9669549611680066}",20,0,-80.93561343311492,"{0: 12, 1: 4, 2: 3, 3: 0, 4: 1}",0
170,False,"{'a': 0.1338838625516342, 'e': 0.9667615701757731}",20,0,-176.3505091906394,"{0: 8, 1: 5, 2: 4, 3: 0, 4: 3}",0
171,False,"{'a': 0.13397357169273519, 'e': 0.966568217861738}",30,10,-128.49874157353977,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 3}",1
172,False,"{'a': 0.13406331368234964, 'e': 0.9663749042181656}",25,0,-213.66799488338805,"{0: 12, 1: 1, 2: 8, 3: 1, 4: 3}",0
