trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
570,False,"{'a': 0.17225844006137725, 'e': 0.8924262680969004}",30,0,-116.96517360847162,"{0: 15, 1: 10, 2: 4, 3: 0, 4: 1}",0
571,False,"{'a': 0.17236026149708306, 'e': 0.8922477828432811}",25,0,-166.83589504990758,"{0: 15, 1: 3, 2: 3, 3: 1, 4: 3}",0
572,False,"{'a': 0.17246211020056487, 'e': 0.8920693332867125}",30,0,-238.25691510862634,"{0: 17, 1: 4, 2: 4, 3: 0, 4: 5}",0
573,False,"{'a': 0.17256398615478258, 'e': 0.8918909194200552}",25,0,-53.78669121998152,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",0
574,False,"{'a': 0.17266588934268248, 'e': 0.8917125412361712}",20,0,-70.14144248121002,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
575,False,"{'a': 0.17276781974719702, 'e': 0.8915341987279239}",30,6,-0.24252500714967873,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 0}",1
576,False,"{'a': 0.17286977735124515, 'e': 0.8913558918881783}",20,0,-174.43544897367642,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 4}",0
577,False,"{'a': 0.17297176213773191, 'e': 0.8911776207098008}",25,8,-28.31684506840305,"{0: 11, 1: 3, 2: 3, 3: 0, 4: 0}",1
578,False,"{'a': 0.17307377408954897, 'e': 0.8909993851856588}",20,0,-51.58135364094753,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
579,False,"{'a': 0.17317581318957417, 'e': 0.8908211853086216}",30,15,-114.24368742460666,"{0: 9, 1: 1, 2: 2, 3: 1, 4: 2}",1
580,False,"{'a': 0.17327787942067169, 'e': 0.89064302107156}",25,0,-111.52720789421399,"{0: 13, 1: 4, 2: 7, 3: 0, 4: 1}",0
581,False,"{'a': 0.17337997276569225, 'e': 0.8904648924673457}",30,0,-136.74994336549068,"{0: 17, 1: 2, 2: 9, 3: 1, 4: 1}",0
582,False,"{'a': 0.1734820932074729, 'e': 0.8902867994888523}",20,0,-105.40641934531388,"{0: 12, 1: 4, 2: 2, 3: 0, 4: 2}",0
583,False,"{'a': 0.1735842407288371, 'e': 0.8901087421289545}",20,0,-47.73185759342849,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
584,False,"{'a': 0.17368641531259471, 'e': 0.8899307203805287}",30,0,-70.20236396175491,"{0: 17, 1: 8, 2: 5, 3: 0, 4: 0}",0
585,False,"{'a': 0.17378861694154202, 'e': 0.8897527342364526}",30,0,-124.97599559713967,"{0: 23, 1: 2, 2: 2, 3: 0, 4: 3}",0
586,False,"{'a': 0.17389084559846196, 'e': 0.8895747836896053}",25,0,-123.08939627711563,"{0: 15, 1: 3, 2: 5, 3: 0, 4: 2}",0
587,False,"{'a': 0.17399310126612361, 'e': 0.8893968687328675}",30,0,-182.3320997956975,"{0: 16, 1: 6, 2: 5, 3: 0, 4: 3}",0
588,False,"{'a': 0.17409538392728291, 'e': 0.8892189893591209}",30,0,-175.30778500916404,"{0: 17, 1: 4, 2: 6, 3: 0, 4: 3}",0
589,False,"{'a': 0.17419769356468198, 'e': 0.8890411455612491}",25,0,-145.5967051055996,"{0: 14, 1: 4, 2: 4, 3: 1, 4: 2}",0
590,False,"{'a': 0.17430003016104975, 'e': 0.8888633373321368}",20,0,-151.22520993407565,"{0: 10, 1: 2, 2: 5, 3: 1, 4: 2}",0
591,False,"{'a': 0.17440239369910138, 'e': 0.8886855646646704}",20,0,1.48111576807882,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
592,False,"{'a': 0.17450478416153878, 'e': 0.8885078275517375}",25,0,-189.35403980005455,"{0: 16, 1: 0, 2: 5, 3: 0, 4: 4}",0
593,False,"{'a': 0.17460720153105039, 'e': 0.8883301259862272}",30,0,-157.25271317394024,"{0: 19, 1: 4, 2: 4, 3: 0, 4: 3}",0
594,False,"{'a': 0.17470964579031112, 'e': 0.88815245996103}",20,0,-175.8579998551702,"{0: 8, 1: 3, 2: 5, 3: 2, 4: 2}",0
595,False,"{'a': 0.17481211692198267, 'e': 0.8879748294690378}",30,22,-1.5682819450369654,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
596,False,"{'a': 0.17491461490871321, 'e': 0.887797234503144}",20,4,-42.7008073069668,"{0: 11, 1: 0, 2: 4, 3: 1, 4: 0}",1
597,False,"{'a': 0.17501713973313748, 'e': 0.8876196750562434}",25,0,-239.79233378036673,"{0: 12, 1: 1, 2: 7, 3: 1, 4: 4}",0
598,False,"{'a': 0.17511969137787697, 'e': 0.8874421511212321}",25,0,-116.2458488678281,"{0: 17, 1: 3, 2: 3, 3: 0, 4: 2}",0
599,False,"{'a': 0.17522226982553979, 'e': 0.8872646626910079}",25,0,-77.40226736389224,"{0: 15, 1: 2, 2: 7, 3: 1, 4: 0}",0
600,False,"{'a': 0.17532487505872063, 'e': 0.8870872097584698}",20,0,-88.83336344682577,"{0: 12, 1: 1, 2: 6, 3: 0, 4: 1}",1
601,False,"{'a': 0.17542750706000096, 'e': 0.8869097923165181}",20,0,-85.30331606817484,"{0: 11, 1: 4, 2: 4, 3: 0, 4: 1}",0
602,False,"{'a': 0.175530165811949, 'e': 0.8867324103580548}",20,0,-87.79462123656845,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 1}",0
603,False,"{'a': 0.17563285129711945, 'e': 0.8865550638759833}",25,0,-123.352368408743,"{0: 19, 1: 2, 2: 1, 3: 0, 4: 3}",0
604,False,"{'a': 0.175735563498054, 'e': 0.8863777528632081}",20,0,-75.20678516202175,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
605,False,"{'a': 0.1758383023972809, 'e': 0.8862004773126354}",20,0,-15.560654533355867,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
606,False,"{'a': 0.17594106797731518, 'e': 0.8860232372171729}",20,0,-116.16046559795336,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
607,False,"{'a': 0.17604386022065865, 'e': 0.8858460325697295}",30,0,-131.0369183241473,"{0: 19, 1: 3, 2: 6, 3: 0, 4: 2}",0
608,False,"{'a': 0.17614667910979998, 'e': 0.8856688633632156}",25,0,-38.869533197984694,"{0: 17, 1: 4, 2: 4, 3: 0, 4: 0}",0
609,False,"{'a': 0.17624952462721458, 'e': 0.8854917295905429}",25,0,-29.954898236739957,"{0: 18, 1: 4, 2: 3, 3: 0, 4: 0}",0
610,False,"{'a': 0.17635239675536457, 'e': 0.8853146312446248}",20,1,-25.265945717781282,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 0}",1
611,False,"{'a': 0.17645529547669903, 'e': 0.885137568318376}",20,0,-170.09270811264082,"{0: 8, 1: 2, 2: 7, 3: 1, 4: 2}",0
612,False,"{'a': 0.17655822077365393, 'e': 0.8849605408047123}",30,0,-183.35646130524196,"{0: 20, 1: 4, 2: 2, 3: 0, 4: 4}",0
613,False,"{'a': 0.17666117262865191, 'e': 0.8847835486965514}",25,0,-165.39213652641334,"{0: 13, 1: 4, 2: 4, 3: 2, 4: 2}",0
614,False,"{'a': 0.17676415102410264, 'e': 0.8846065919868121}",20,0,-157.2693165892438,"{0: 9, 1: 3, 2: 5, 3: 1, 4: 2}",0
615,False,"{'a': 0.17686715594240268, 'e': 0.8844296706684147}",20,0,-68.26615245583267,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
616,False,"{'a': 0.17697018736593528, 'e': 0.884252784734281}",20,0,-96.2891675025016,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
617,False,"{'a': 0.17707324527707088, 'e': 0.8840759341773342}",30,7,-102.57662563893315,"{0: 14, 1: 2, 2: 5, 3: 1, 4: 1}",1
618,False,"{'a': 0.17717632965816668, 'e': 0.8838991189904988}",25,0,-59.65617286805724,"{0: 17, 1: 2, 2: 6, 3: 0, 4: 0}",0
619,False,"{'a': 0.17727944049156691, 'e': 0.8837223391667007}",25,0,-118.03774674035473,"{0: 17, 1: 0, 2: 4, 3: 3, 4: 1}",0
620,False,"{'a': 0.17738257775960273, 'e': 0.8835455946988674}",25,0,-131.41932828659685,"{0: 16, 1: 1, 2: 6, 3: 0, 4: 2}",0
621,False,"{'a': 0.17748574144459228, 'e': 0.8833688855799277}",25,0,-136.3872575344697,"{0: 16, 1: 2, 2: 4, 3: 1, 4: 2}",0
622,False,"{'a': 0.17758893152884067, 'e': 0.8831922118028117}",25,0,-146.71077493172876,"{0: 12, 1: 2, 2: 9, 3: 1, 4: 1}",0
623,False,"{'a': 0.17769214799464012, 'e': 0.8830155733604511}",20,0,-91.5614917050584,"{0: 13, 1: 0, 2: 5, 3: 1, 4: 1}",0
624,False,"{'a': 0.17779539082426968, 'e': 0.8828389702457791}",25,0,-123.98700225160601,"{0: 19, 1: 1, 2: 2, 3: 0, 4: 3}",0
625,False,"{'a': 0.17789865999999566, 'e': 0.8826624024517299}",20,0,-64.20182069126682,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
626,False,"{'a': 0.17800195550407119, 'e': 0.8824858699712396}",25,0,-61.20752146294955,"{0: 16, 1: 2, 2: 7, 3: 0, 4: 0}",0
627,False,"{'a': 0.17810527731873674, 'e': 0.8823093727972453}",20,0,-98.54592935319344,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 2}",0
628,False,"{'a': 0.17820862542621951, 'e': 0.882132910922686}",20,0,-104.34494453171429,"{0: 13, 1: 3, 2: 2, 3: 0, 4: 2}",0
629,False,"{'a': 0.17831199980873422, 'e': 0.8819564843405014}",35,0,-172.29866956729902,"{0: 20, 1: 4, 2: 9, 3: 0, 4: 2}",0
630,False,"{'a': 0.17841540044848239, 'e': 0.8817800930436334}",30,0,-176.211877579858,"{0: 18, 1: 3, 2: 6, 3: 0, 4: 3}",0
631,False,"{'a': 0.17851882732765276, 'e': 0.8816037370250246}",30,0,-115.92224905925299,"{0: 22, 1: 1, 2: 4, 3: 1, 4: 2}",0
632,False,"{'a': 0.17862228042842118, 'e': 0.8814274162776197}",20,0,-93.68782658954501,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
633,False,"{'a': 0.17872575973295082, 'e': 0.8812511307943641}",30,0,-95.67054354148998,"{0: 23, 1: 1, 2: 4, 3: 0, 4: 2}",0
634,False,"{'a': 0.17882926522339182, 'e': 0.8810748805682053}",20,0,-119.02957951282552,"{0: 10, 1: 4, 2: 3, 3: 2, 4: 1}",0
635,False,"{'a': 0.17893279688188155, 'e': 0.8808986655920916}",20,0,-86.61152598139778,"{0: 12, 1: 4, 2: 2, 3: 1, 4: 1}",0
636,False,"{'a': 0.17903635469054463, 'e': 0.8807224858589733}",20,0,-40.71108969285727,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
637,False,"{'a': 0.17913993863149305, 'e': 0.8805463413618014}",20,0,-217.77402549923536,"{0: 8, 1: 3, 2: 5, 3: 0, 4: 4}",0
638,False,"{'a': 0.17924354868682565, 'e': 0.8803702320935292}",20,12,-3.8580229756610116,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
639,False,"{'a': 0.17934718483862894, 'e': 0.8801941580471104}",20,0,-41.25265874009573,"{0: 14, 1: 0, 2: 6, 3: 0, 4: 0}",0
640,False,"{'a': 0.17945084706897638, 'e': 0.8800181192155011}",20,0,-57.935213386273176,"{0: 12, 1: 4, 2: 3, 3: 1, 4: 0}",0
641,False,"{'a': 0.17955453535992896, 'e': 0.8798421155916579}",25,0,-128.25149722081474,"{0: 12, 1: 4, 2: 8, 3: 0, 4: 1}",0
642,False,"{'a': 0.17965824969353472, 'e': 0.8796661471685396}",25,0,-162.68812157391025,"{0: 14, 1: 0, 2: 8, 3: 1, 4: 2}",0
643,False,"{'a': 0.17976199005182919, 'e': 0.879490213939106}",20,0,-80.20907617475139,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
644,False,"{'a': 0.17986575641683522, 'e': 0.8793143158963181}",25,2,-35.92501475747396,"{0: 19, 1: 2, 2: 1, 3: 0, 4: 1}",1
645,False,"{'a': 0.17996954877056281, 'e': 0.879138453033139}",20,0,-105.37115276435385,"{0: 10, 1: 3, 2: 6, 3: 0, 4: 1}",0
646,False,"{'a': 0.18007336709500965, 'e': 0.8789626253425323}",30,0,-298.3702546989384,"{0: 15, 1: 2, 2: 7, 3: 0, 4: 6}",0
647,False,"{'a': 0.1801772113721605, 'e': 0.8787868328174638}",25,20,8.460118086277369,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
648,False,"{'a': 0.1802810815839877, 'e': 0.8786110754509003}",20,0,-91.18557236388956,"{0: 11, 1: 3, 2: 5, 3: 0, 4: 1}",0
649,False,"{'a': 0.18038497771245082, 'e': 0.8784353532358102}",30,0,-51.61663418315302,"{0: 24, 1: 1, 2: 4, 3: 0, 4: 1}",0
650,False,"{'a': 0.18048889973949708, 'e': 0.878259666165163}",25,0,-39.126657648020334,"{0: 17, 1: 5, 2: 3, 3: 0, 4: 0}",0
651,False,"{'a': 0.18059284764706088, 'e': 0.87808401423193}",30,4,-125.05569684424948,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 2}",1
652,False,"{'a': 0.18069682141706425, 'e': 0.8779083974290837}",30,15,-78.2511187104401,"{0: 10, 1: 0, 2: 3, 3: 1, 4: 1}",1
653,False,"{'a': 0.18080082103141668, 'e': 0.8777328157495978}",20,5,-23.866905402177643,"{0: 10, 1: 3, 2: 2, 3: 0, 4: 0}",1
654,False,"{'a': 0.18090484647201502, 'e': 0.8775572691864479}",35,0,-139.17041651963228,"{0: 21, 1: 3, 2: 9, 3: 1, 4: 1}",0
655,False,"{'a': 0.18100889772074366, 'e': 0.8773817577326107}",20,0,-62.19463460819845,"{0: 12, 1: 1, 2: 7, 3: 0, 4: 0}",0
656,False,"{'a': 0.18111297475947469, 'e': 0.8772062813810642}",35,0,-120.34420341071886,"{0: 23, 1: 3, 2: 7, 3: 1, 4: 1}",0
657,False,"{'a': 0.18121707757006739, 'e': 0.877030840124788}",20,0,-105.22338670538396,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 2}",0
658,False,"{'a': 0.18132120613436892, 'e': 0.876855433956763}",25,0,-151.22378120864468,"{0: 16, 1: 1, 2: 5, 3: 0, 4: 3}",0
659,False,"{'a': 0.18142536043421373, 'e': 0.8766800628699717}",30,0,-83.09739503369244,"{0: 24, 1: 3, 2: 1, 3: 0, 4: 2}",0
660,False,"{'a': 0.18152954045142397, 'e': 0.8765047268573978}",20,14,-10.914673391635239,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 0}",1
661,False,"{'a': 0.18163374616780945, 'e': 0.8763294259120263}",20,0,-143.09224098895785,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 3}",0
662,False,"{'a': 0.18173797756516749, 'e': 0.8761541600268439}",20,0,-47.64142734679217,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 0}",0
663,False,"{'a': 0.18184223462528298, 'e': 0.8759789291948386}",30,0,-163.53389327084932,"{0: 17, 1: 2, 2: 9, 3: 0, 4: 2}",0
664,False,"{'a': 0.18194651732992859, 'e': 0.8758037334089996}",20,0,-98.02964848532986,"{0: 13, 1: 1, 2: 3, 3: 2, 4: 1}",0
665,False,"{'a': 0.1820508256608645, 'e': 0.8756285726623179}",20,0,-34.178393532893644,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
666,False,"{'a': 0.18215515959983869, 'e': 0.8754534469477854}",30,15,-128.436188574015,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 3}",1
667,False,"{'a': 0.18225951912858668, 'e': 0.8752783562583959}",25,0,-70.06540238334266,"{0: 17, 1: 3, 2: 4, 3: 0, 4: 1}",0
668,False,"{'a': 0.18236390422883189, 'e': 0.8751033005871443}",25,0,-104.91219680378128,"{0: 16, 1: 1, 2: 6, 3: 1, 4: 1}",0
669,False,"{'a': 0.18246831488228529, 'e': 0.8749282799270268}",25,0,-112.67735409400564,"{0: 16, 1: 3, 2: 4, 3: 0, 4: 2}",0
670,False,"{'a': 0.18257275107064558, 'e': 0.8747532942710414}",25,0,-24.347367259692525,"{0: 19, 1: 3, 2: 3, 3: 0, 4: 0}",0
671,False,"{'a': 0.18267721277559931, 'e': 0.8745783436121872}",20,0,-74.83324572486303,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
672,False,"{'a': 0.18278169997882071, 'e': 0.8744034279434648}",20,0,-107.33353122710892,"{0: 12, 1: 0, 2: 6, 3: 1, 4: 1}",0
673,False,"{'a': 0.18288621266197186, 'e': 0.8742285472578761}",20,0,-196.11327937016839,"{0: 10, 1: 4, 2: 1, 3: 1, 4: 4}",0
674,False,"{'a': 0.18299075080670255, 'e': 0.8740537015484245}",25,0,-164.70142788484597,"{0: 14, 1: 4, 2: 4, 3: 0, 4: 3}",0
675,False,"{'a': 0.18309531439465043, 'e': 0.8738788908081149}",20,0,-74.74471605839265,"{0: 12, 1: 0, 2: 7, 3: 1, 4: 0}",0
676,False,"{'a': 0.18319990340744099, 'e': 0.8737041150299533}",20,0,-50.4058392832994,"{0: 12, 1: 3, 2: 5, 3: 0, 4: 0}",0
677,False,"{'a': 0.18330451782668752, 'e': 0.8735293742069473}",25,0,-95.87205399111738,"{0: 18, 1: 2, 2: 2, 3: 2, 4: 1}",0
678,False,"{'a': 0.18340915763399118, 'e': 0.873354668332106}",25,12,-117.97395749197403,"{0: 6, 1: 1, 2: 4, 3: 0, 4: 2}",1
679,False,"{'a': 0.18351382281094109, 'e': 0.8731799973984395}",25,0,-143.10755068128674,"{0: 17, 1: 2, 2: 3, 3: 0, 4: 3}",0
680,False,"{'a': 0.18361851333911405, 'e': 0.8730053613989599}",25,0,-91.55140479436352,"{0: 17, 1: 1, 2: 5, 3: 1, 4: 1}",0
681,False,"{'a': 0.183723229200075, 'e': 0.8728307603266802}",25,0,-48.00538616944811,"{0: 18, 1: 0, 2: 7, 3: 0, 4: 0}",0
682,False,"{'a': 0.18382797037537671, 'e': 0.8726561941746148}",20,0,-29.24077969111044,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
683,False,"{'a': 0.18393273684655981, 'e': 0.8724816629357799}",25,13,-68.79590492343146,"{0: 7, 1: 1, 2: 3, 3: 0, 4: 1}",1
684,False,"{'a': 0.18403752859515296, 'e': 0.8723071666031927}",20,0,-109.03505212584668,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
685,False,"{'a': 0.18414234560267276, 'e': 0.8721327051698722}",25,0,-78.89762300393787,"{0: 17, 1: 3, 2: 3, 3: 1, 4: 1}",0
686,False,"{'a': 0.18424718785062394, 'e': 0.8719582786288381}",20,0,-0.575732304110204,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
687,False,"{'a': 0.18435205532049895, 'e': 0.8717838869731124}",20,9,-26.486516241248573,"{0: 6, 1: 3, 2: 2, 3: 0, 4: 0}",1
688,False,"{'a': 0.18445694799377838, 'e': 0.8716095301957179}",25,0,-185.47509038988198,"{0: 16, 1: 2, 2: 3, 3: 0, 4: 4}",0
689,False,"{'a': 0.18456186585193107, 'e': 0.8714352082896787}",30,8,-71.47284668523268,"{0: 14, 1: 3, 2: 4, 3: 0, 4: 1}",1
690,False,"{'a': 0.18466680887641357, 'e': 0.8712609212480208}",20,5,-72.23871825623343,"{0: 9, 1: 1, 2: 4, 3: 0, 4: 1}",1
691,False,"{'a': 0.1847717770486707, 'e': 0.8710866690637712}",25,8,-83.55224412824468,"{0: 11, 1: 1, 2: 3, 3: 1, 4: 1}",1
692,False,"{'a': 0.18487677035013525, 'e': 0.8709124517299585}",20,0,-17.293033043783055,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
693,False,"{'a': 0.18498178876222823, 'e': 0.8707382692396125}",20,13,-10.800848164856477,"{0: 4, 1: 2, 2: 1, 3: 0, 4: 0}",1
694,False,"{'a': 0.18508683226635869, 'e': 0.8705641215857646}",30,0,-81.709585330278,"{0: 21, 1: 3, 2: 5, 3: 0, 4: 1}",0
695,False,"{'a': 0.18519190084392376, 'e': 0.8703900087614475}",30,5,-149.60526374521405,"{0: 12, 1: 2, 2: 8, 3: 2, 4: 1}",1
696,False,"{'a': 0.18529699447630879, 'e': 0.8702159307596952}",25,0,-128.459586866724,"{0: 15, 1: 2, 2: 6, 3: 0, 4: 2}",1
697,False,"{'a': 0.18540211314488728, 'e': 0.8700418875735433}",30,0,-142.71511497434932,"{0: 16, 1: 8, 2: 4, 3: 0, 4: 2}",0
698,False,"{'a': 0.18550725683102087, 'e': 0.8698678791960286}",20,0,-76.80930006559214,"{0: 15, 1: 3, 2: 0, 3: 0, 4: 2}",0
699,False,"{'a': 0.18561242551605941, 'e': 0.8696939056201894}",20,0,-44.73093670167525,"{0: 12, 1: 4, 2: 4, 3: 0, 4: 0}",0
700,False,"{'a': 0.18571761918134105, 'e': 0.8695199668390654}",20,0,-48.92207469937735,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
701,False,"{'a': 0.18582283780819198, 'e': 0.8693460628456976}",25,0,-235.07948236844376,"{0: 13, 1: 4, 2: 3, 3: 0, 4: 5}",0
702,False,"{'a': 0.18592808137792677, 'e': 0.8691721936331285}",30,0,-44.910190632173276,"{0: 25, 1: 1, 2: 3, 3: 0, 4: 1}",0
703,False,"{'a': 0.18603334987184825, 'e': 0.8689983591944018}",25,3,-48.0052514798558,"{0: 14, 1: 3, 2: 5, 3: 0, 4: 0}",1
704,False,"{'a': 0.18613864327124735, 'e': 0.868824559522563}",30,3,-86.06130159110958,"{0: 18, 1: 1, 2: 7, 3: 0, 4: 1}",1
705,False,"{'a': 0.18624396155740355, 'e': 0.8686507946106585}",25,0,-72.84760736956645,"{0: 17, 1: 3, 2: 4, 3: 0, 4: 1}",0
706,False,"{'a': 0.18634930471158453, 'e': 0.8684770644517363}",30,0,-84.43989582631178,"{0: 17, 1: 7, 2: 5, 3: 1, 4: 0}",0
707,False,"{'a': 0.18645467271504609, 'e': 0.8683033690388461}",30,10,-56.24617216062176,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",1
708,False,"{'a': 0.18656006554903268, 'e': 0.8681297083650383}",25,4,-49.45590474552686,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 1}",1
709,False,"{'a': 0.18666548319477702, 'e': 0.8679560824233653}",20,16,4.837400427029894,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
710,False,"{'a': 0.18677092563350003, 'e': 0.8677824912068807}",20,0,-131.6881516187961,"{0: 10, 1: 3, 2: 5, 3: 0, 4: 2}",0
711,False,"{'a': 0.18687639284641119, 'e': 0.8676089347086393}",20,2,-62.47275784026813,"{0: 13, 1: 0, 2: 4, 3: 0, 4: 1}",1
712,False,"{'a': 0.18698188481470834, 'e': 0.8674354129216976}",30,7,-83.92976187099512,"{0: 16, 1: 0, 2: 5, 3: 1, 4: 1}",1
713,False,"{'a': 0.1870874015195777, 'e': 0.8672619258391133}",20,0,-34.20043860305781,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
714,False,"{'a': 0.18719294294219402, 'e': 0.8670884734539455}",25,0,-186.43669295985666,"{0: 12, 1: 5, 2: 4, 3: 1, 4: 3}",0
715,False,"{'a': 0.18729850906372036, 'e': 0.8669150557592546}",25,0,-65.98563965267455,"{0: 18, 1: 3, 2: 3, 3: 0, 4: 1}",0
716,False,"{'a': 0.18740409986530834, 'e': 0.8667416727481029}",25,0,-101.36141521884554,"{0: 18, 1: 1, 2: 4, 3: 0, 4: 2}",0
717,False,"{'a': 0.18750971532809807, 'e': 0.8665683244135532}",20,0,-56.93665514409626,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
718,False,"{'a': 0.18761535543321817, 'e': 0.8663950107486705}",20,0,-50.53598656601854,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 0}",0
719,False,"{'a': 0.18772102016178563, 'e': 0.8662217317465208}",20,0,-68.33143085910824,"{0: 12, 1: 5, 2: 2, 3: 0, 4: 1}",0
720,False,"{'a': 0.18782670949490618, 'e': 0.8660484874001716}",25,0,-151.27911306146567,"{0: 14, 1: 2, 2: 6, 3: 1, 4: 2}",0
721,False,"{'a': 0.18793242341367403, 'e': 0.8658752777026916}",30,7,-86.93702795062194,"{0: 15, 1: 1, 2: 6, 3: 0, 4: 1}",1
722,False,"{'a': 0.18803816189917186, 'e': 0.8657021026471511}",20,0,-36.32299435321817,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",0
723,False,"{'a': 0.18814392493247106, 'e': 0.8655289622266217}",20,8,-52.1347574230327,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 1}",1
724,False,"{'a': 0.18824971249463157, 'e': 0.8653558564341763}",20,4,-59.66671869660049,"{0: 11, 1: 2, 2: 1, 3: 1, 4: 1}",1
725,False,"{'a': 0.1883555245667019, 'e': 0.8651827852628895}",25,4,-53.84697764462091,"{0: 14, 1: 1, 2: 5, 3: 1, 4: 0}",1
726,False,"{'a': 0.18846136112971926, 'e': 0.8650097487058369}",20,0,-24.230805545253823,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
727,False,"{'a': 0.18856722216470942, 'e': 0.8648367467560958}",35,0,-139.17488845668004,"{0: 26, 1: 2, 2: 4, 3: 0, 4: 3}",0
728,False,"{'a': 0.18867310765268691, 'e': 0.8646637794067447}",25,0,-62.80842403700488,"{0: 17, 1: 1, 2: 6, 3: 1, 4: 0}",0
729,False,"{'a': 0.18877901757465496, 'e': 0.8644908466508633}",20,0,-64.27039549175325,"{0: 12, 1: 0, 2: 8, 3: 0, 4: 0}",0
730,False,"{'a': 0.1888849519116054, 'e': 0.8643179484815331}",25,2,-128.84447847596945,"{0: 13, 1: 5, 2: 2, 3: 1, 4: 2}",1
731,False,"{'a': 0.18899091064451876, 'e': 0.8641450848918368}",25,17,5.46060689806225,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
732,False,"{'a': 0.18909689375436439, 'e': 0.8639722558748585}",20,0,5.174259062053671,"{0: 17, 1: 3, 2: 0, 3: 0, 4: 0}",0
733,False,"{'a': 0.18920290122210034, 'e': 0.8637994614236836}",20,0,-51.0942990256096,"{0: 11, 1: 5, 2: 4, 3: 0, 4: 0}",0
734,False,"{'a': 0.18930893302867349, 'e': 0.8636267015313989}",20,0,-41.141627887120904,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
735,False,"{'a': 0.18941498915501945, 'e': 0.8634539761910925}",20,0,-88.40849875511263,"{0: 11, 1: 3, 2: 5, 3: 0, 4: 1}",0
736,False,"{'a': 0.1895210695820625, 'e': 0.8632812853958544}",25,0,-111.63776976205111,"{0: 17, 1: 2, 2: 4, 3: 0, 4: 2}",0
737,False,"{'a': 0.18962717429071591, 'e': 0.8631086291387752}",30,0,-117.87161056567797,"{0: 21, 1: 3, 2: 3, 3: 1, 4: 2}",0
738,False,"{'a': 0.1897333032618817, 'e': 0.8629360074129475}",20,0,-122.25718981581274,"{0: 9, 1: 2, 2: 8, 3: 0, 4: 1}",0
739,False,"{'a': 0.18983945647645084, 'e': 0.8627634202114649}",20,0,-70.30271345900373,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",1
740,False,"{'a': 0.18994563391530297, 'e': 0.8625908675274226}",20,0,-101.93092699258119,"{0: 9, 1: 5, 2: 5, 3: 0, 4: 1}",0
741,False,"{'a': 0.19005183555930683, 'e': 0.8624183493539171}",20,0,-20.017795081543433,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
